Release Tag,Published At,Commit SHA,Commit Message,Author,Commit Date
v0.8.10,2021-11-09T09:42:05Z,75fd7fa93e1059aed362093191feb3e27804d465,CI: Modify notification steps to be silent in PRs,Kamil Śliwak,2021-10-21T16:40:55Z
v0.8.10,2021-11-09T09:42:05Z,45c9dbe1743c0e5cd5a3f42a97ce7afda977ff5a,Sort changelog and set release date.,chriseth,2021-11-08T12:06:20Z
v0.8.10,2021-11-09T09:42:05Z,f095442d02d8246b21dbcf184cc820bc8214979e,Merge pull request #12258 from ethereum/irbreakingchangesvisible,chriseth,2021-11-08T16:28:30Z
v0.8.10,2021-11-09T09:42:05Z,df85d2640652060ba967c8e4ba00d8116cb1a447,Update ir-breaking-changes and make it visible.,chriseth,2021-11-08T14:56:09Z
v0.8.10,2021-11-09T09:42:05Z,fe6e58b0e4079006a0e91f6f049867d70a6cad81,Merge pull request #12259 from ethereum/external-tests-and-scripts-minor-reactors,chriseth,2021-11-08T16:21:23Z
v0.8.10,2021-11-09T09:42:05Z,1633e367c90aed7a6a14d84e2c288e6a8ab93304,Merge pull request #12199 from ethereum/expose-parsingAndImporting,chriseth,2021-11-08T16:06:20Z
v0.8.10,2021-11-09T09:42:05Z,44f7065fc9fddf3b0763b68bb973bd4de2ea4220,Merge pull request #12074 from ethereum/output-selection-in-assembler-mode,Kamil Śliwak,2021-11-08T15:59:57Z
v0.8.10,2021-11-09T09:42:05Z,0745279f1562d1d7efb2707c74d046f129c74c4c,externalTests: Generalize force_truffle_solc_modules and make it use symlinks instead of redownloading solc-js,Kamil Śliwak,2021-10-27T14:26:52Z
v0.8.10,2021-11-09T09:42:05Z,c090ff9d833a113113af8db75f174daddae7c281,externalTests: Neutralize npm hooks instead of replacing pragmas twice,Kamil Śliwak,2021-10-26T13:39:19Z
v0.8.10,2021-11-09T09:42:05Z,7b7cc081db7d252dbe6a805c304219cfe399c0e9,externalTests: Helper for neutralizing package locks,Kamil Śliwak,2021-10-26T13:00:34Z
v0.8.10,2021-11-09T09:42:05Z,b57c0a0b81253b2bc484df8b9fd01847d1663cbd,externalTests: Refactor to be more explicit and easier to adjust for special cases,Kamil Śliwak,2021-10-25T12:29:43Z
v0.8.10,2021-11-09T09:42:05Z,7ccdbd5b08e51b43eef791f0495fee215bc0c791,Use consistent syntax for Bash function declarations,Kamil Śliwak,2021-10-28T09:58:47Z
v0.8.10,2021-11-09T09:42:05Z,fc224f74c7fbff547714a59470fab0d2b1410168,Evaluate absolute paths for imports in 'parsing' stage,Marenz,2021-10-28T13:30:31Z
v0.8.10,2021-11-09T09:42:05Z,bc2402e76f94cf4ec343d4873adc1485b9ccd720,externalTests: Use named tmp dirs,Kamil Śliwak,2021-10-26T10:50:30Z
v0.8.10,2021-11-09T09:42:05Z,ed907561ebe51be903d8e76742b7b7b93901b489,externalTests: Enable `set -e` in external tests,Kamil Śliwak,2021-10-25T12:30:15Z
v0.8.10,2021-11-09T09:42:05Z,4f8719326c418eae22fdb36002ab4c38b9009b2b,Merge pull request #12205 from ethereum/optimizeextocedsizecheck,chriseth,2021-11-08T15:05:03Z
v0.8.10,2021-11-09T09:42:05Z,b6d69eea4794d79016a44cff65b9de7d50bdb5c2,Merge pull request #12256 from ethereum/clarifyPure,chriseth,2021-11-08T15:04:15Z
v0.8.10,2021-11-09T09:42:05Z,080c7245aebdb4e7ab1d2b2f3a6194244eda976f,Update tests.,chriseth,2021-11-04T17:20:10Z
v0.8.10,2021-11-09T09:42:05Z,f320a95dd9be698df9fa7a3c12a7efc1a22a1521,Update documentation.,chriseth,2021-11-02T11:04:31Z
v0.8.10,2021-11-09T09:42:05Z,31c504c5baa24898f71790e42f4a626c15dca3a1,Add test for extcodesize check.,chriseth,2021-10-28T10:35:06Z
v0.8.10,2021-11-09T09:42:05Z,a1aa9d2d90f2f7e7390408e9005d62c7159d4bd4,Skip extcodesize check if return data is expected.,chriseth,2021-10-27T15:26:44Z
v0.8.10,2021-11-09T09:42:05Z,aa4d3cabf1e698bf871877d66d88d4bb48139611,Clarify ``pure``.,chriseth,2021-11-08T12:22:23Z
v0.8.10,2021-11-09T09:42:05Z,ea3c34a082c748d3abb80a17a7fdf2d394c7ae49,Merge pull request #12254 from ethereum/optimizerDocsForLoopInitRewriter,chriseth,2021-11-08T10:55:05Z
v0.8.10,2021-11-09T09:42:05Z,f9ba1bf3c823fd5978f542295b334870b839c557,Merge pull request #12227 from ethereum/smt_fix_gas,chriseth,2021-11-08T10:54:20Z
v0.8.10,2021-11-09T09:42:05Z,f26cda4c9f2db978e1712738a63ff1b531c43f39,Merge pull request #12250 from phyBrackets/patch-2,chriseth,2021-11-08T10:24:27Z
v0.8.10,2021-11-09T09:42:05Z,be552683c93ca8830a793ccd7805c7ad2e370228,Remove incorrect outer block from for loop init rewriter documentation.,Daniel Kirchner,2021-11-08T09:58:28Z
v0.8.10,2021-11-09T09:42:05Z,3f2d4cb7b84b3141ebadb537e8f92beefed753cd,Merge pull request #12252 from ethereum/picosha2,chriseth,2021-11-08T09:45:08Z
v0.8.10,2021-11-09T09:42:05Z,c6775bc01f59c04796bf4d15db9ec2ccd72710a2,Include picosha2 in the license header,Alex Beregszaszi,2021-11-07T21:27:56Z
v0.8.11,2021-12-20T14:45:36Z,d7f0394316b84421d897671df1173cf01c641160,Merge pull request #12426 from ethereum/setDateFor0811,chriseth,2021-12-20T14:00:55Z
v0.8.11,2021-12-20T14:45:36Z,25a3bf2df04a5c70a6b095454d7ebec69e8445d2,Set release date.,chriseth,2021-12-20T11:43:48Z
v0.8.11,2021-12-20T14:45:36Z,018f8cd2e20b577f8e13759a7bd88b1d9959f8e2,Merge pull request #12428 from ethereum/fix/arch-ci-build-error,chriseth,2021-12-20T12:15:22Z
v0.8.11,2021-12-20T14:45:36Z,b8e64a48838944563bc2f686e7e5d674dfd42e82,Fixes CI build error for ArchLinux.,Christian Parpart,2021-12-20T12:11:00Z
v0.8.11,2021-12-20T14:45:36Z,700a09aae42890c09aad358f5f1783fff636f443,Merge pull request #12425 from GitHubPang/patch-1,Alex Beregszaszi,2021-12-20T09:30:35Z
v0.8.11,2021-12-20T14:45:36Z,1b0cef46241306f0424e5afc049fce9d8eba964b,Fix a few typos,GitHubPang,2021-12-20T02:56:39Z
v0.8.11,2021-12-20T14:45:36Z,4819d010a8e574ee9ff054220bbdbd217aeeaae0,Update circleci mac xcode version to 13.2,Sean Billig,2021-12-15T03:35:30Z
v0.8.11,2021-12-20T14:45:36Z,10289fbc6a5acb277b95d5a306b7b6a6aefad9d3,Merge pull request #12420 from ethereum/security-policy-and-labels-in-template-chooser,Kamil Śliwak,2021-12-16T17:58:53Z
v0.8.11,2021-12-20T14:45:36Z,3193dfbb5d9a4a4bc9b95cc514c267026ccd661f,Merge pull request #11350 from ethereum/lsp,chriseth,2021-12-16T17:54:26Z
v0.8.11,2021-12-20T14:45:36Z,1594518cfc3e7d0f0ede44dc8b6d98293670e32d,Merge pull request #12417 from nishant-sachdeva/invalid_ir_generated_during_copy_of_dynamically_sized_storage_arrays_of_function_type,chriseth,2021-12-16T17:33:54Z
v0.8.11,2021-12-20T14:45:36Z,835efea427e5b58181265da1f8e6401d2ad0139e,Merge pull request #12287 from ethereum/abi.encodeCall,chriseth,2021-12-16T17:24:33Z
v0.8.11,2021-12-20T14:45:36Z,b3d9c596cd8371728935cfaedb060ff439075315,Move issue template labels to config.yml,Kamil Śliwak,2021-12-16T17:12:04Z
v0.8.11,2021-12-20T14:45:36Z,84738eb9e6c630949cff0a21c1faedd8cbed9274,Add security policy to github's template chooser,Kamil Śliwak,2021-12-16T17:05:25Z
v0.8.11,2021-12-20T14:45:36Z,927b24df1f37cdffc794a74081cfb37d01d47c17,Initial implementation of Language Server,Christian Parpart,2021-12-13T13:53:40Z
v0.8.11,2021-12-20T14:45:36Z,dc1dff975a88f571f9de435b064a95eb9651cc7e,Merge pull request #12419 from ethereum/add-about-in-issue-templates-config,chriseth,2021-12-16T16:50:14Z
v0.8.11,2021-12-20T14:45:36Z,fc88226376b97a53f39a1c70956fe138f13a0a1f,Move `about` field from issue templates to `config.yml`,Kamil Śliwak,2021-12-16T16:47:43Z
v0.8.11,2021-12-20T14:45:36Z,76e83a9b05003df6df2b77586be8a57782078eea,Merge pull request #12412 from ethereum/labels-in-issue-templates,Kamil Śliwak,2021-12-16T16:40:41Z
v0.8.11,2021-12-20T14:45:36Z,7a96953e78cc2083db182db1628ad68da785d03c,Implement typechecked abi.encodeCall(),Marenz,2021-11-11T15:21:23Z
v0.8.11,2021-12-20T14:45:36Z,7cc7a0f1839c95607c8e2eb4a80bb5a8d82229fd,Added sameType check for fromType and toType in YulUtilFunctions.cpp and relevant tests in semanticTests,nishant-sachdeva,2021-12-06T12:31:27Z
v0.8.11,2021-12-20T14:45:36Z,e49780362bb7c3765a8843b88cd9f3225d06b5f1,Merge pull request #12289 from nishant-sachdeva/extract_test_cases_from_sol_end_to_end,chriseth,2021-12-16T16:17:23Z
v0.8.11,2021-12-20T14:45:36Z,270793b0b2c83ca77aebbc4f12754a0ca24a41a5,Merge pull request #12414 from ethereum/fixWarnRef,chriseth,2021-12-16T13:04:53Z
v0.8.11,2021-12-20T14:45:36Z,19a74506e39af9448590ce4fefee65fdd7f9c8eb,trial test cases extracted from SoliidityEndToEndTest.cpp into .sol files.,nishant-sachdeva,2021-11-16T18:47:37Z
v0.8.11,2021-12-20T14:45:36Z,6363ff31db5eb751a4ecae2570c437b393d71d2d,Merge pull request #12413 from ethereum/issues-automatically-in-solidity-project,chriseth,2021-12-16T10:29:08Z
v0.8.11,2021-12-20T14:45:36Z,9a0821f2c30f9c51bb5d7e6ac4cc85cf42bd6c9b,Fix warning about reference.,chriseth,2021-12-15T23:11:59Z
v0.8.11,2021-12-20T14:45:36Z,b2a05a1bcfafa4fbe1344eba19e6e63ceecb6d66,"Remove unused ""general"" issue template",Kamil Śliwak,2021-12-15T20:07:28Z
v0.8.11,2021-12-20T14:45:36Z,6035e8c02a96653fa659b667a3dd2ba7705b4967,"Configure issue type selection screen to always select the ""Solidity"" project",Kamil Śliwak,2021-12-15T20:07:08Z
v0.8.11,2021-12-20T14:45:36Z,9e0f03b3dc34745a84403dabcc24027f6b9e146e,Remove hard wrapping in the issue templates,Kamil Śliwak,2021-12-15T19:48:52Z
v0.8.11,2021-12-20T14:45:36Z,fdeb9717084e7427100b7ec5778c8a1ab222f5f3,Add an appropriate label to each type of issue,Kamil Śliwak,2021-12-15T19:45:39Z
v0.8.11,2021-12-20T14:45:36Z,1822261da1f60004c44333a8b71c1c6442d07262,Merge pull request #12372 from nishant-sachdeva/invalid_ir_generated_during_copy_of_dynamically_sized_storage_arrays_of_function_type,chriseth,2021-12-15T19:05:46Z
v0.8.11,2021-12-20T14:45:36Z,9b55d4788e5e008905af060b26f44cac7e45d98e,Added sameType check for fromType and toType in YulUtilFunctions.cpp and relevant tests in semanticTests,nishant-sachdeva,2021-12-06T12:31:27Z
v0.8.12,2022-02-16T11:50:24Z,59f28d385a28facedc7d225a6427c88cd4f3b474,Added solidity visual auditor for VSCode,Sleepy,2022-01-29T08:39:40Z
v0.8.12,2022-02-16T11:50:24Z,f00d7308415b5f1e66b7dca11ef0edb395c09ad4,Merge pull request #12682 from ethereum/setreleasedatefor0812,chriseth,2022-02-16T09:49:57Z
v0.8.12,2022-02-16T11:50:24Z,49bc8206f19c48bfef3a9082b92cdf8793776f06,Set release date.,chriseth,2022-02-16T08:48:59Z
v0.8.12,2022-02-16T11:50:24Z,9bce0243f509b1415dae2b6b839d9e934ae32388,Merge pull request #12676 from fulldecent/fix-style-guide-typos,chriseth,2022-02-16T08:44:04Z
v0.8.12,2022-02-16T11:50:24Z,e2d87c1bcc952d63f606ea646e3145eca43b21d2,tweak: expand definition of suggested collision naming convention,Richie,2022-02-16T03:35:11Z
v0.8.12,2022-02-16T11:50:24Z,9d9487077073c6a959a4933b88d8bd1187e90175,Fix typos,William Entriken,2022-02-16T00:17:05Z
v0.8.12,2022-02-16T11:50:24Z,16983848646714d72a1abeb3fe5edf5d513fc65f,Merge pull request #12673 from ethereum/work-around-element-fi-expired-timestamp,chriseth,2022-02-15T13:12:44Z
v0.8.12,2022-02-16T11:50:24Z,ccbc865beb938fc9bf6ffe7b23970e668df998b7,elementfi: Bypass expiration check that won't pass due to test settings,Kamil Śliwak,2022-02-15T11:43:30Z
v0.8.12,2022-02-16T11:50:24Z,7a5be4a063afc2f4eaf0519123a5d2cc7bae0f5d,Merge pull request #12462 from semaraugusto/develop,chriseth,2022-02-15T08:27:33Z
v0.8.12,2022-02-16T11:50:24Z,b3ccc0131be411a91f8785d71ca197c5b7d64cc6,Merge pull request #12670 from ethereum/msvc-asserts,Leo,2022-02-14T20:03:24Z
v0.8.12,2022-02-16T11:50:24Z,4ee9846d063c288c0e1d9666cd9d1c026ad71196,Merge pull request #12669 from ethereum/unlicense_docs,Leo,2022-02-14T19:55:48Z
v0.8.12,2022-02-16T11:50:24Z,c22f0ef9bbada54866aada341976469ee5432190,Add comment,Leo Alt,2022-02-14T19:26:32Z
v0.8.12,2022-02-16T11:50:24Z,10a431a18b0c8092998b10f18ce394294d97de57,Enable asserts in MSVC RelWithDebInfo configuration,a3d4,2022-02-08T02:52:30Z
v0.8.12,2022-02-16T11:50:24Z,947a599e910e5ce9f41631af6d7d2bb95912b754,Merge pull request #12441 from ethereum/benchmarking-ext-tests,Leo,2022-02-14T19:14:27Z
v0.8.12,2022-02-16T11:50:24Z,408b8e2f7681678cab03269bc39d81d5b45ef50b,docs: note on invalid SPDX `UNLICENSED`,Aleksey Bykhun,2021-12-11T08:44:27Z
v0.8.12,2022-02-16T11:50:24Z,e3e77c0f01b47b3d87813a0f08f65e1f96cfd8dd,Merge pull request #12551 from ethereum/natspec-test,Leo,2022-02-14T18:51:03Z
v0.8.12,2022-02-16T11:50:24Z,3915768753b53ea5c13cf26b611fa3ce73b5206a,Merge pull request #12594 from ethereum/solc-js-ext-test-local-checkout,Leo,2022-02-14T18:44:46Z
v0.8.12,2022-02-16T11:50:24Z,c7f1ead8363b5006f5ce8569b5c00dafea37a4f1,Merge pull request #12666 from ethereum/smallChangelogChanges,chriseth,2022-02-14T17:10:58Z
v0.8.12,2022-02-16T11:50:24Z,07143b5d168b3fc2a5709febe77af726762c01e4,Merge pull request #12667 from ethereum/packedSoljsonChangelog,chriseth,2022-02-14T17:10:41Z
v0.8.12,2022-02-16T11:50:24Z,04bcd01b0d7a8e9b59f609a6d183bbee6709bf9d,Add Changelog entry about packed soljson.js.,Daniel Kirchner,2022-02-14T16:49:07Z
v0.8.12,2022-02-16T11:50:24Z,bf2556af83ec1fd0711ad4771c5a45978a74d4a4,Minor changes to changelog.,chriseth,2022-02-14T16:47:56Z
v0.8.12,2022-02-16T11:50:24Z,6c36638624b5ef28a7ebc7aa34501833c4080128,Merge pull request #12616 from ethereum/missingOverrideRequirement,chriseth,2022-02-14T16:40:05Z
v0.8.12,2022-02-16T11:50:24Z,7c0ac958168573f0aeecfef458e4235734373110,Merge pull request #12265 from ethereum/packedSoljson,chriseth,2022-02-14T16:26:31Z
v0.8.12,2022-02-16T11:50:24Z,3a201ec0f8f128fa2070e561905b04fd57ff34b6,Build packed soljson.js.,Daniel Kirchner,2021-11-09T17:07:15Z
v0.8.12,2022-02-16T11:50:24Z,6895972d04e5cdff2cc09bba0e04d8f884452697,Adjust mini-lz4.js and base64DecToArr.js.,Daniel Kirchner,2022-02-08T12:16:20Z
v0.8.12,2022-02-16T11:50:24Z,a68183db3cbae850831aeb7a1ead96792345c27c,Add base64DecToArr.js.,Daniel Kirchner,2022-02-08T12:17:21Z
v0.8.12,2022-02-16T11:50:24Z,a2a5ca6fef965aeb872ac1b23ab3897c742cc169,Add emscripten's mini-lz4.js.,Daniel Kirchner,2022-02-08T12:00:35Z
v0.8.12,2022-02-16T11:50:24Z,c47da51eab8e5c4ebff0f6dd2ca748179aa21ab4,Consider all grandparents in override analysis.,Daniel Kirchner,2022-02-02T16:18:38Z
v0.8.12,2022-02-16T11:50:24Z,d29709e741071fc48f2360ea12498838b8da3900,Merge pull request #12662 from ethereum/ubsanDisableSMT,Daniel Kirchner,2022-02-14T12:58:52Z
v0.8.12,2022-02-16T11:50:24Z,3b6c99f3e81cba80ae18171ff0bb55f942ea5c41,Merge pull request #12572 from ethereum/fixStackShuffling,Daniel Kirchner,2022-02-14T12:00:56Z
v0.8.13,2022-03-16T13:32:43Z,abaa5c0eb321aab4cd09617598696172378a4b83,Merge pull request #12801 from ethereum/cse-optimization,chriseth,2022-03-16T12:54:28Z
v0.8.13,2022-03-16T13:32:43Z,8b0845fe977bf60fa99b32636ff06d97e2f5f9b0,CommonSubexpressionEliminator performance optimization,wechman,2022-03-16T11:57:38Z
v0.8.13,2022-03-16T13:32:43Z,281b68b83a6d5b07d113d4796164f0718e02e99e,Merge pull request #12803 from ethereum/documentsatetvarinitcahnge,chriseth,2022-03-16T11:43:43Z
v0.8.13,2022-03-16T13:32:43Z,1be21e267031c18b667d58ad0306a21c55e75253,Move state variable initialization to top.,chriseth,2022-03-16T11:23:23Z
v0.8.13,2022-03-16T13:32:43Z,6eece8114af18114e75b80a9d4a698ee5b77dd70,Merge pull request #12800 from ethereum/setreleasefor0813,chriseth,2022-03-16T10:12:57Z
v0.8.13,2022-03-16T13:32:43Z,acd488532d505b852002da4c8b689433f161992d,Set release date.,chriseth,2022-03-16T09:28:40Z
v0.8.13,2022-03-16T13:32:43Z,75abe92eb2033bba82d1f0fe9948253c65106f18,Refactor stack compressor.,chriseth,2022-03-15T17:10:52Z
v0.8.13,2022-03-16T13:32:43Z,724af73fb8203779ce835ed77c4070c2b80d0aaa,Merge pull request #12759 from ethereum/evmCodeTransformAvoidPops,chriseth,2022-03-15T18:14:46Z
v0.8.13,2022-03-16T13:32:43Z,5cd98006d4f13461cb5523c298d8580c741335e4,Fill in junk in stack layouts on terminating control flow paths.,Daniel Kirchner,2022-01-14T12:37:40Z
v0.8.13,2022-03-16T13:32:43Z,b6cd3e154c814530540806e19aa08763f6806eac,Test case for current behaviour.,Daniel Kirchner,2022-01-12T12:15:58Z
v0.8.13,2022-03-16T13:32:43Z,5afa2adec28be0c0b1703d3ecf017dc0c238a307,Merge pull request #12775 from ethereum/refactorDataFlowAnalyzer,chriseth,2022-03-15T14:52:40Z
v0.8.13,2022-03-16T13:32:43Z,d946b6b3a0e0f8e6b09294c36971d9feb0f3c8d5,Merge pull request #12793 from ethereum/hasDefaultHelper,chriseth,2022-03-15T14:20:53Z
v0.8.13,2022-03-16T13:32:43Z,28593839d9913a740e9c8514d2ba607241d54398,Add helper to see if a switch has a default case.,chriseth,2022-03-15T13:24:42Z
v0.8.13,2022-03-16T13:32:43Z,2858f705c107da06f53fd7fb94f4a8129eb5cd83,Merge pull request #12791 from ethereum/usingForDocAtFileLevel,chriseth,2022-03-15T11:36:39Z
v0.8.13,2022-03-16T13:32:43Z,0bc29f2cb5348fd1afa753705ce31485f2e53994,Using for at file level.,chriseth,2022-03-15T11:07:28Z
v0.8.13,2022-03-16T13:32:43Z,c6ac1625bd21fa6b006448b4bd31064ba2f538ca,Merge pull request #12773 from ethereum/encodeCallBug,chriseth,2022-03-15T09:52:13Z
v0.8.13,2022-03-16T13:32:43Z,8cb01a99539619c84d83897228722420ad6d0971,Fix and updated test.,Daniel Kirchner,2022-03-10T18:05:51Z
v0.8.13,2022-03-16T13:32:43Z,db270510244b755700d376f824c8e2c32a3fe1d9,Test for old behaviour.,Daniel Kirchner,2022-03-10T18:05:32Z
v0.8.13,2022-03-16T13:32:43Z,353759c1d4af0df1ce4b7016723e729443808f2d,Merge pull request #12680 from devtooligan/fix/underscore-prefix,Daniel Kirchner,2022-03-14T21:58:42Z
v0.8.13,2022-03-16T13:32:43Z,afdf22f5c77c89304110b303b9a39906c19b869e,Create a state struct.,chriseth,2022-03-10T18:35:58Z
v0.8.13,2022-03-16T13:32:43Z,eab4ca906c2bcf9b44687f0eb5d2987bf75ec4dd,Refactor data flow analyzer state access.,chriseth,2022-03-10T17:25:00Z
v0.8.13,2022-03-16T13:32:43Z,e154d4317676a809a0a2356c78036a14e6ba5a46,Merge pull request #12288 from ethereum/exportUsing,chriseth,2022-03-14T17:57:26Z
v0.8.13,2022-03-16T13:32:43Z,9188519f114d6f6f1aa450817a6797567ab3be85,Using for with global binding.,chriseth,2021-11-16T16:01:09Z
v0.8.13,2022-03-16T13:32:43Z,e19c366532b69321c705c6d77ee927c024bb4a51,Merge pull request #12789 from ethereum/yulFuzzerCustomMutation,Bhargava Shastry,2022-03-14T15:23:18Z
v0.8.13,2022-03-16T13:32:43Z,beb51068bbb1193872dffb0dd5b02b019c410939,fix: corrects _ prefixes,Richie,2022-02-16T02:59:49Z
v0.8.13,2022-03-16T13:32:43Z,7f360e61fc4c1e9da0922144bbba9e5f0dbde592,Merge pull request #12781 from ethereum/fixImportDirectiveVisits,chriseth,2022-03-14T14:35:37Z
v0.8.13,2022-03-16T13:32:43Z,3d8fc6b126d6adc5fadb94a7ab509d1d0fae3622,Merge pull request #12760 from ethereum/viaIRNonExperimental,chriseth,2022-03-14T14:30:15Z
v0.8.13,2022-03-16T13:32:43Z,e0d9dec87431b47737fd10212d4946915ad9c24b,Permit control flow mutations in global scope of a Yul program.,Bhargava Shastry,2022-03-14T13:23:59Z
v0.8.13,2022-03-16T13:32:43Z,9ef590cc9faad5c2560993d112ad567924886d12,Merge pull request #12696 from ethereum/unreliableAstJsonTests,chriseth,2022-03-14T14:02:54Z
v0.8.13,2022-03-16T13:32:43Z,0f1a63c3fa5db2c55e0a94b72653a1f1172e1ca9,Fix import directive visits in type checker and view pure checker.,Daniel Kirchner,2022-03-11T16:01:30Z
v0.8.14,2022-05-17T12:37:12Z,80d49f37028b13e162951b6b67b0a42f477ba93c,Merge pull request #13034 from ethereum/setreleasedatefro0814,chriseth,2022-05-17T11:55:13Z
v0.8.14,2022-05-17T12:37:12Z,0bd0bf4c7d8639f56617bd7b295d07870857ae41,Set release date.,chriseth,2022-05-17T11:49:51Z
v0.8.14,2022-05-17T12:37:12Z,c5cc55339ef3ead8e61b044b79a5a9a5ec3a98df,Merge pull request #12850 from ethereum/dataLocationInInheritance,chriseth,2022-05-17T11:48:55Z
v0.8.14,2022-05-17T12:37:12Z,f427247993c795b86ec66414b018ef3b9499cf21,Bug list entry.,chriseth,2022-05-02T11:30:28Z
v0.8.14,2022-05-17T12:37:12Z,259edd4c98e10e31f580ba28c9ef6e14e4416ba7,Changelog.,chriseth,2022-05-02T10:27:20Z
v0.8.14,2022-05-17T12:37:12Z,1164d1b4dd1ab808ebd7149d50b983cdf59834b9,Switch ENS external test to master branch,Kamil Śliwak,2022-04-07T19:07:48Z
v0.8.14,2022-05-17T12:37:12Z,27e5afa23d1c9f52b7cb36906f665d9c1f2c0f78,Patch external tests for the override data alignment issue until our patches are accepted upstream,Kamil Śliwak,2022-03-24T19:00:00Z
v0.8.14,2022-05-17T12:37:12Z,dfa0bcf760ddbebed102be227d906ebb066562f3,More strict override check for data locations.,chriseth,2022-03-24T14:03:02Z
v0.8.14,2022-05-17T12:37:12Z,bef348aa6a4c4b38465c7231d49ee7ebd05b7441,Merge pull request #13027 from ethereum/ethersproject-contracts-update-workaround,chriseth,2022-05-17T10:59:50Z
v0.8.14,2022-05-17T12:37:12Z,c67e8a247d8c1e0a3eef7fb2c93153ee41d6ab3b,Merge pull request #13031 from ethereum/sortChangelog,chriseth,2022-05-17T09:05:28Z
v0.8.14,2022-05-17T12:37:12Z,adf3eaac9bf0282cb2efd09861a66ba03c6d661c,gnosis: Update upstream repo URL,Kamil Śliwak,2022-05-16T20:43:31Z
v0.8.14,2022-05-17T12:37:12Z,c57bc4706047915ed98288bc8dc42ee9a3d267bf,gnosis: Disable newly added tests broken due to Hardhat heuristics,Kamil Śliwak,2022-05-16T20:43:50Z
v0.8.14,2022-05-17T12:37:12Z,f021017bc000e55eefd1ee18495e073878759837,Sort changelog.,chriseth,2022-05-17T08:38:26Z
v0.8.14,2022-05-17T12:37:12Z,91177d74eea8b643042b32b47bac0c802736d3eb,perpetual-pools: Remove the ethers@5.6.1 workaround,Kamil Śliwak,2022-05-16T18:52:53Z
v0.8.14,2022-05-17T12:37:12Z,e9f1bd00ccecfc359d903d7d6e995eece89bba05,gnosis: Workaround for problems caused by forcing ethers@5.6.1 in external tests,Kamil Śliwak,2022-05-16T14:59:32Z
v0.8.14,2022-05-17T12:37:12Z,a3bd01d9fcd53e73ca743b28320e1f5038001b05,Merge pull request #13020 from ethereum/gnosis-ext-test-get-storage-at-hardhat-bug-workaround,Daniel Kirchner,2022-05-13T17:47:40Z
v0.8.14,2022-05-17T12:37:12Z,3bfb79df0c4eaf8be71f7261ab48c48c23bca13d,gnosis: Workaround for getStorageAt() bug in Hardhat 2.9.5,Kamil Śliwak,2022-05-13T16:45:40Z
v0.8.14,2022-05-17T12:37:12Z,12ee9aed50fbe27c103d254e0cc94f9cfd768e56,Merge pull request #13013 from ethereum/revert-disallow-returndatacopy-in-pure-functions,Daniel Kirchner,2022-05-13T16:52:37Z
v0.8.14,2022-05-17T12:37:12Z,67270854ee4c739079d8874f8c282fecada73202,Merge pull request #13014 from ethereum/updateZ3_4_8_17,Daniel Kirchner,2022-05-13T16:29:01Z
v0.8.14,2022-05-17T12:37:12Z,af5662ffad6f06563e6555e33d1d3f2f03fdf5e2,Merge pull request #13018 from 0xalpharush/patch-1,Daniel Kirchner,2022-05-13T15:57:35Z
v0.8.14,2022-05-17T12:37:12Z,49badcd91ae4935c79906b5226863353d67c76eb,Update docker images for new z3 version.,Daniel Kirchner,2022-05-13T08:38:00Z
v0.8.14,2022-05-17T12:37:12Z,edd769a6dc2b7f84665179c212ac146288b35741,Update Z3 deps ppa script.,Daniel Kirchner,2022-05-13T08:20:15Z
v0.8.14,2022-05-17T12:37:12Z,e1972da29a7b2930008621a74ce71e176b692484,Merge pull request #13016 from ethereum/z3_17,Daniel Kirchner,2022-05-13T15:46:03Z
v0.8.14,2022-05-17T12:37:12Z,93755fcb70fd6734f37c6260495e58d835cef27a,document that pop does not return last element,alpharush,2022-05-13T14:45:55Z
v0.8.14,2022-05-17T12:37:12Z,6a126f6ccb5e2f159f9117f10234b80396f7a77a,Update tests and hashes for z3 4.8.17,Leo Alt,2022-05-13T12:30:52Z
v0.8.14,2022-05-17T12:37:12Z,35661479b622067d36ba869c80f4ea6d4d431c7f,"Revert ""Disallow RETURNDATASIZE and RETURNDATACOPY in inline assembly blocks in pure functions""",Matheus Aguiar,2022-05-12T16:27:44Z
v0.8.14,2022-05-17T12:37:12Z,dbcffb79a53b8ec6fd7386e7d4537a6b9d3b7af0,CI: Post a notification to gitter when binaries are ready,Kamil Śliwak,2021-10-22T12:44:21Z
v0.8.14,2022-05-17T12:37:12Z,0153822d2e8b8edf4b16810c43919d59b10d27f8,CI: Add c_release_binaries job that gathers release binaries from individual jobs,Kamil Śliwak,2021-10-22T12:07:19Z
v0.8.14,2022-05-17T12:37:12Z,aafda389ea9460aab985df772611070277b123a7,Merge pull request #12907 from ethereum/calldataReencodeValidationBug,Daniel Kirchner,2022-05-12T15:56:44Z
v0.8.14,2022-05-17T12:37:12Z,2aba061bde1a6c2725b89df6b71975c70ea608be,Merge pull request #12967 from ethereum/update_z3_docker,Leo,2022-05-12T13:23:03Z
v0.8.15,2022-06-15T14:54:01Z,e14f27147bd4ffc63e2bf46a68e0d271fad0ed79,Merge pull request #13151 from ethereum/setreleasedatefor0815,Daniel Kirchner,2022-06-15T13:56:19Z
